YrType,BS|Pollock,AI|Pollock,Bogslof|Pollock,BSAI|Pacific cod,BS|Pacific cod,AI|Pacific cod,BSAI Total|Sablefish,Alaska Total|Sablefish,BS|Sablefish,AI|Sablefish,BSAI|Yellowfin Sole,BSAI|Greenland Turbot,BS|Greenland Turbot,AI|Greenland Turbot,BSAI|Arrowtooth Flounder,BSAI|Kamchatka Flounder,BSAI|Rock Sole,BSAI|Flathead Sole,BSAI|Alaska Plaice,BSAI|Other Flatfish,BSAI|Pacific Ocean Perch,BS|Pacific Ocean Perch,AI Total|Pacific Ocean Perch,EAI|Pacific Ocean Perch,CAI|Pacific Ocean Perch,WAI|Pacific Ocean Perch,BSAI|Sharpchin/Northern,BS|Sharpchin/Northern,AI|Sharpchin/Northern,BSAI|Northern Rockfish,BS|Northern Rockfish,AI|Northern Rockfish,BSAI|Blackspotted/Rougheye Rockfish,BS/EAI|Blackspotted/Rougheye Rockfish,CAI/WAI|Blackspotted/Rougheye Rockfish,BSAI|Shortraker Rockfish,BSAI|Shortraker Rockfish,BS|Shortraker Rockfish,AI|Shortraker Rockfish,BS|Other Red Rockfish,AI|Other Red Rockfish,BSAI|Other Rockfish,BS|Other Rockfish,AI|Other Rockfish,BSAI|Atka Mackerel,EAI/BS|Atka Mackerel,CAI|Atka Mackerel,WAI|Atka Mackerel,BSAI|Skates,BSAI|Sculpins,BSAI|Sharks,BSAI|Squids,BSAI|Octopuses,BSAI|Other Species,BSAI|Total
2016|iTAC,1206000,17100,500,0,213141,11465,0,0,950,1265,128592,2442,2272,170,11900,4250,50990,18753,12325,2125,28143,6800,0,7055,6251,8037,0,0,0,3825,0,0,255,85,170,170,0,0,0,0,0,744,276,468,49115,25451,14288,9377,22100,3825,106,1275,340,0,1791697
2016|CDQ,134000,1900,0,0,25539,1374,0,0,158,263,15408,n/a,286,0,1498,0,6110,2247,0,0,n/a,0,0,845,749,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885,3050,1712,1124,0,0,0,0,0,0,197225
2015|OFL,3330000,36005,21200,0,346000,23400,0,0,1575,2128,266400,3903,n/a,n/a,93856,10500,187600,79419,54000,17700,42558,n/a,0,n/a,n/a,n/a,0,0,0,15337,0,0,560,n/a,n/a,690,0,0,0,0,0,1667,n/a,n/a,125297,n/a,n/a,n/a,49575,52365,1363,2624,3452,0,4769174
2015|ABC,1637000,29659,15900,0,255000,17600,0,0,1333,1802,248800,3172,2448,724,80547,9000,181700,66130,44900,13250,34988,8771,0,8312,7723,10182,0,0,0,12488,0,0,453,149,304,518,0,0,0,0,0,1250,695,555,106000,38492,33108,34400,41658,39725,1022,1970,2589,0,2848454
2015|TAC,1310000,19000,100,0,240000,9422,0,0,1333,1802,149000,2648,2448,200,22000,6500,69250,24250,18500,3620,32021,8021,0,8000,7000,9000,0,0,0,3250,0,0,349,149,200,250,0,0,0,0,0,880,325,555,54500,27000,17000,10500,25700,4700,125,400,400,0,2000000
2015|iTAC,1179000,17100,100,0,214320,8414,0,0,567,383,133057,2251,2081,170,18700,5525,61840,21655,15725,3077,28250,6818,0,7144,6251,8037,0,0,0,2763,0,0,297,127,170,213,0,0,0,0,0,748,276,472,48669,24111,15181,9377,21845,3995,106,340,340,0,1789278
2015|CDQ,131000,1900,0,0,25680,1008,0,0,183,304,15943,n/a,262,0,2354,0,7410,2595,0,0,n/a,0,0,856,749,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832,2889,1819,1124,0,0,0,0,0,0,197038
2014|OFL,2795000,42811,13413,0,299000,20100,0,0,1584,2141,259700,2647,n/a,n/a,125642,8270,228700,79633,66800,16700,39585,n/a,0,n/a,n/a,n/a,0,0,0,12077,0,0,505,n/a,n/a,493,0,0,0,0,0,1550,n/a,n/a,74492,n/a,n/a,n/a,41849,56424,1363,2624,3450,0,4196553
2014|ABC,1369000,35048,10059,0,255000,15100,0,0,1339,1811,239800,2124,1659,465,106599,7100,203800,66293,55100,12400,33122,7684,0,9246,6594,9598,0,0,0,9761,0,0,416,177,239,370,0,0,0,0,0,1163,690,473,64131,21652,20574,21905,35383,42318,1022,1970,2590,0,2572819
2014|TAC,1267000,19000,75,0,246897,6997,0,0,1339,1811,184000,2124,1659,465,25000,7100,85000,24500,24500,2650,33122,7684,0,9246,6594,9598,0,0,0,2594,0,0,416,177,239,370,0,0,0,0,0,773,300,473,32322,21652,9670,1000,26000,5750,125,310,225,0,2000000
2014|iTAC,1140300,17100,75,0,220479,6248,0,0,1105,1471,164312,1805,1410,395,21250,6035,75905,21879,20825,2253,29248,6531,0,8257,5888,8571,0,0,0,2205,0,0,354,150,203,315,0,0,0,0,0,657,255,402,28863,19335,8635,893,22100,4888,106,264,191,0,1790231
2014|CDQ,126700,1900,0,0,26418,749,0,0,184,306,19688,n/a,178,0,2675,0,9095,2622,0,0,n/a,0,0,989,706,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,2317,1035,107,0,0,0,0,0,0,196694
2013|OFL,2550000,45600,13400,359000,0,0,0,0,1870,2530,220000,2540,n/a,n/a,186000,16300,241000,81500,67000,17800,41900,n/a,0,n/a,n/a,n/a,0,0,0,12200,0,0,462,n/a,n/a,493,0,0,0,0,0,1540,n/a,n/a,57700,n/a,n/a,n/a,45800,56400,1360,2620,3450,0,4028465
2013|ABC,1375000,37300,10100,307000,0,0,0,0,1580,2140,206000,2060,1610,450,152000,12200,214000,67900,55200,13300,35100,8130,0,9790,6980,10200,0,0,0,9850,0,0,378,169,209,370,0,0,0,0,0,1159,686,473,50000,16900,16000,17100,38800,42300,1020,1970,2590,0,2639317
2013|TAC,1247000,19000,100,260000,0,0,0,0,1580,2140,198000,2060,1610,450,25000,10000,92380,22699,20000,3500,35100,8130,0,9790,6980,10200,0,0,0,3000,0,0,378,169,209,370,0,0,0,0,0,873,400,473,25920,16900,7520,1500,24000,5600,100,700,500,0,2000000
2013|iTAC,1122300,17100,500,232180,0,0,0,0,1304,1739,176814,1751,1369,383,21250,8500,82495,20270,17000,2975,30995,6911,0,8742,6233,9109,0,0,0,2550,0,0,321,144,178,315,0,0,0,0,0,742,340,402,23147,15092,6715,1340,20400,4760,85,595,425,0,1790512
2013|CDQ,124700,1900,0,27820,0,0,0,0,217,361,21186,n/a,172,0,2675,0,9885,2429,0,0,n/a,0,0,1048,747,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773,1808,805,161,0,0,0,0,0,0,197004
2012|OFL,2474000,39600,22000,369000,0,0,0,0,2640,2430,222000,11700,n/a,n/a,181000,24800,231000,84500,64600,17100,35000,n/a,0,n/a,n/a,n/a,0,0,0,10500,0,0,576,n/a,n/a,524,0,0,0,0,0,1700,n/a,n/a,96500,n/a,n/a,n/a,39100,58300,1360,2620,3450,0,3996000
2012|ABC,1220000,32500,16500,314000,0,0,0,0,2230,2050,203000,9660,7230,2430,150000,18600,208000,70400,53400,12700,24700,5710,0,5620,4990,8380,0,0,0,8610,0,0,475,231,244,393,0,0,0,0,0,1280,710,570,81400,38500,22900,20000,32600,43700,1020,1970,2590,0,2511778
2012|TAC,1200000,19000,500,261000,0,0,0,0,2230,2050,202000,8660,6230,2430,25000,17700,87000,34134,24000,3200,24700,5710,0,5620,4990,8380,0,0,0,4700,0,0,475,231,244,393,0,0,0,0,0,1070,500,570,50763,38500,10763,1500,24700,5200,200,425,900,0,2000000
2012|iTAC,1080000,17100,500,233073,0,0,0,0,1840,1666,180386,7361,5296,2066,21250,15045,77691,30482,20400,2720,21812,4854,0,5019,4456,7483,0,0,0,3995,0,0,404,196,207,334,0,0,0,0,0,910,425,485,45331,34381,9611,1340,20995,4420,170,361,765,0,1789010
2012|CDQ,120000,1900,0,27927,0,0,0,0,307,346,21614,n/a,667,0,2675,0,9309,3652,0,0,n/a,0,0,601,534,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5432,4120,1152,161,0,0,0,0,0,0,195862
2011|OFL,2450000,44500,22000,272000,0,0,0,0,3360,2250,262000,7220,n/a,n/a,186000,23600,248000,83300,79100,19500,36300,n/a,0,n/a,n/a,n/a,0,0,0,10600,0,0,549,n/a,n/a,524,0,0,0,0,0,1700,n/a,n/a,101000,n/a,n/a,n/a,37800,58300,1360,2620,528,0,3954111
2011|ABC,1270000,36700,156,235000,0,0,0,0,2850,1900,239000,6140,4590,1550,153000,17700,224000,69300,65100,14500,24700,5710,0,5660,4960,8370,0,0,0,8670,0,0,454,234,220,393,0,0,0,0,0,1280,710,570,85300,40300,24000,21000,31500,43700,1020,1970,396,0,2534729
2011|TAC,1252000,19000,150,227950,0,0,0,0,2850,1900,196000,5050,3500,1550,25900,17700,85000,41548,16000,3000,24700,5710,0,5660,4960,8370,0,0,0,4000,0,0,454,234,220,393,0,0,0,0,0,1000,500,500,53080,40300,11280,1500,16500,5200,50,425,150,0,2000000
2011|iTAC,1126800,17100,150,203559,0,0,0,0,2351,1544,175028,4293,2975,1318,22015,15045,75905,37102,13600,2550,21812,4854,0,5054,4429,7474,0,0,0,3400,0,0,386,199,187,334,0,0,0,0,0,850,425,425,47400,35988,10073,1340,14025,4420,43,361,128,0,1790200
2011|CDQ,125200,1900,0,24391,0,0,0,0,392,321,20972,n/a,375,0,2771,0,9095,4446,0,0,n/a,0,0,606,531,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5680,4312,1207,161,0,0,0,0,0,0,197576
2010|OFL,918000,40000,22000,205000,0,0,0,0,3310,2450,234000,7460,n/a,n/a,191000,0,243000,83100,278000,23000,22400,n/a,0,n/a,n/a,n/a,0,0,0,8640,0,0,669,0,0,516,0,0,0,0,0,1380,n/a,n/a,88200,n/a,n/a,n/a,0,0,0,2620,0,88200,2462945
2010|ABC,813000,33100,156,174000,0,0,0,0,2790,2070,219000,6120,4220,1900,156000,0,240000,69200,224000,17300,18860,3830,0,4220,4270,6540,0,0,0,7240,0,0,547,0,0,387,0,0,0,0,0,1040,485,555,74000,23800,29600,20600,0,0,0,1970,0,61100,2121880
2010|TAC,813000,19000,50,168780,0,0,0,0,2790,2070,219000,6120,4220,1900,75000,0,90000,60000,50000,17300,18860,3830,0,4220,4270,6540,0,0,0,7240,0,0,547,0,0,387,0,0,0,0,0,1040,485,555,74000,23800,29600,20600,0,0,0,1970,0,50000,1677154
2010|iTAC,731700,17100,50,150721,0,0,0,0,2302,1682,195567,5202,3587,1615,63750,0,80370,53580,42500,14705,16677,3256,0,3768,3813,5840,0,0,0,6154,0,0,465,0,0,329,0,0,0,0,0,884,412,472,66082,21253,26433,18396,0,0,0,1675,0,42500,1493994
2010|CDQ,81300,1900,0,18059,0,0,0,0,384,349,23433,n/a,452,0,8025,0,9630,6420,0,0,n/a,0,0,452,457,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7918,2547,3167,2204,0,0,0,0,0,0,159478
2009|OFL,977000,32600,58400,212000,0,0,0,0,3210,2600,224000,14800,n/a,n/a,190000,0,301000,83800,298000,23100,22300,n/a,0,n/a,n/a,n/a,0,0,0,8540,0,0,660,0,0,516,0,0,0,0,0,1380,n/a,n/a,99400,n/a,n/a,n/a,0,0,0,2620,0,80800,2636726
2009|ABC,815000,26900,7970,182000,0,0,0,0,2720,2200,210000,7380,5090,2290,156000,0,296000,71400,232000,17400,18800,3820,0,4200,4260,6520,0,0,0,7160,0,0,539,0,0,387,0,0,0,0,0,1040,485,555,83800,27000,33500,23300,0,0,0,1970,0,63700,2204366
2009|TAC,815000,19000,50,176540,0,0,0,0,2720,2200,210000,7380,5090,2290,75000,0,90000,60000,50000,17400,18800,3820,0,4200,4260,6520,0,0,0,7160,0,0,539,0,0,387,0,0,0,0,0,1040,485,555,76400,27000,32500,16900,0,0,0,1970,0,50000,1681586
2009|iTAC,733500,17100,50,157650,0,0,0,0,2244,1788,187530,6273,4327,1947,63750,0,80370,53580,42500,14790,16624,3247,0,3751,3804,5822,0,0,0,6086,0,0,458,0,0,329,0,0,0,0,0,884,412,472,68225,24111,29023,15092,0,0,0,1675,0,42500,1497906
2009|CDQ,81500,1900,0,18890,0,0,0,0,374,371,22470,n/a,545,0,8025,0,9630,6420,0,0,n/a,0,0,449,456,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8175,2889,3478,1808,0,0,0,0,0,0,159902
2008|OFL,1440000,34000,58400,207000,0,0,0,0,3380,2890,265000,15600,n/a,n/a,297000,0,304000,86000,248000,28800,25700,n/a,0,n/a,n/a,n/a,0,0,0,9740,0,0,269,0,0,564,0,0,0,0,0,1330,n/a,n/a,71400,n/a,n/a,n/a,0,0,0,2620,0,104000,3205693
2008|ABC,1000000,28200,7970,176000,0,0,0,0,2860,2440,248000,2540,1750,790,244000,0,301000,71700,194000,21600,21700,4200,0,4900,4990,7610,0,0,0,8180,0,0,202,0,0,424,0,0,0,0,0,999,414,585,60700,19500,24300,16900,0,0,0,1970,0,78100,2472585
2008|TAC,1000000,19000,10,170720,0,0,0,0,2860,2440,225000,2540,1750,790,75000,0,75000,50000,50000,21600,21700,4200,0,4900,4990,7610,0,0,0,8180,0,0,202,0,0,424,0,0,0,0,0,999,414,585,60700,19500,24300,16900,0,0,0,1970,0,50000,1838345
2008|iTAC,900000,17100,10,152453,0,0,0,0,2360,1853,200925,2159,1488,672,63750,0,66975,44650,42500,18360,19198,3570,0,4376,4456,6796,0,0,0,6953,0,0,172,0,0,360,0,0,0,0,0,849,352,497,54205,17414,21700,15092,0,0,0,1675,0,42500,1639009
2008|CDQ,100000,1900,0,18267,0,0,0,0,393,412,24075,n/a,187,0,8025,0,8025,5350,0,0,n/a,0,0,524,534,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6495,2087,2600,1808,0,0,0,0,0,0,175001
2007|OFL,1640000,54500,48000,207000,0,0,0,0,3520,3320,240000,15600,n/a,n/a,193000,0,200000,95300,241000,28500,26100,n/a,0,n/a,n/a,n/a,0,0,0,9750,0,0,269,0,0,564,0,0,0,0,0,1330,n/a,n/a,86900,n/a,n/a,n/a,0,0,0,2620,0,91700,3188973
2007|ABC,1394000,44500,5220,176000,0,0,0,0,2980,2810,225000,2440,1680,760,158000,0,198000,79200,190000,21400,21900,4160,0,4970,5050,7720,0,0,0,8190,0,0,202,0,0,424,0,0,0,0,0,999,414,585,74000,23800,29600,20600,0,0,0,1970,0,68800,2676035
2007|TAC,1394000,19000,10,170720,0,0,0,0,2980,2810,136000,2440,1680,760,20000,0,55000,30000,25000,10000,19900,2160,0,4970,5050,7720,0,0,0,8190,0,0,202,0,0,424,0,0,0,0,0,999,414,585,63000,23800,29600,9600,0,0,0,1970,0,37355,2000000
2007|iTAC,1254600,17100,10,145112,0,0,0,0,2458,2284,115600,2074,1428,646,17000,0,46750,25500,21250,8500,16915,1836,0,4225,4293,6562,0,0,0,6962,0,0,172,0,0,360,0,0,0,0,0,849,352,497,53550,20230,25160,8160,0,0,0,1675,0,31752,1770474
2007|CDQ,139400,1900,0,12804,0,0,0,0,410,474,10200,n/a,126,0,1500,0,4125,2250,0,0,n/a,0,0,373,379,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4725,1785,2220,720,0,0,0,0,0,0,179245
2006|OFL,2090000,39100,50600,230000,0,0,0,0,3680,3740,144000,14200,n/a,n/a,166000,0,150000,71800,237000,24200,17600,n/a,0,n/a,n/a,n/a,0,0,0,10100,0,0,299,0,0,774,0,0,0,0,0,1870,n/a,n/a,130000,n/a,n/a,n/a,0,0,0,2620,0,89404,3476987
2006|ABC,1930000,29400,5500,194000,0,0,0,0,3060,3100,121000,2740,1890,850,136000,0,126000,59800,188000,18100,14800,2960,0,3256,3212,5372,0,0,0,8530,0,0,224,0,0,580,0,0,0,0,0,1400,810,590,110000,21780,46860,41360,0,0,0,1970,0,58882,3013086
2006|TAC,1485000,19000,10,189768,0,0,0,0,2820,3000,95701,2740,1890,850,13000,0,41500,19500,8000,3500,12600,1400,0,3080,3035,5085,0,0,0,4500,0,0,224,0,0,580,0,0,0,0,0,1050,460,590,63000,7500,40000,15500,0,0,0,1275,0,29000,1995768
2006|iTAC,1336500,17100,10,161302,0,0,0,0,2327,2438,81346,2329,1607,723,11050,0,35275,16575,6800,2975,10710,1190,0,2618,2580,4322,0,0,0,3825,0,0,190,0,0,493,0,0,0,0,0,893,391,502,53550,6375,34000,13175,0,0,0,1084,0,24650,1771423
2006|CDQ,148500,1900,0,14233,0,0,0,0,388,499,7178,206,142,64,975,0,3113,1463,600,263,945,105,0,231,228,381,0,0,0,338,0,0,17,0,0,44,0,0,0,0,0,79,35,44,4725,563,3000,1163,0,0,0,0,0,2175,187641
2005|OFL,2100000,39100,39600,265000,0,0,0,0,2950,3170,148000,19200,n/a,n/a,132000,0,157000,70200,237000,28500,17300,n/a,0,n/a,n/a,n/a,0,0,0,9810,0,0,298,0,0,794,0,0,0,0,0,1870,n/a,n/a,147000,n/a,n/a,n/a,0,0,0,2620,0,87920,3509332
2005|ABC,1960000,29400,2570,206000,0,0,0,0,2440,2620,124000,3930,2720,1210,108000,0,132000,58500,189000,21400,14600,2920,0,3210,3165,5305,0,0,0,8260,0,0,223,0,0,596,0,0,0,0,0,1400,810,590,124000,24550,52830,46620,0,0,0,1970,0,53860,3044769
2005|TAC,1478500,19000,10,206000,0,0,0,0,2440,2620,90686,3500,2700,800,12000,0,41500,19500,8000,3500,12600,1400,0,3080,3035,5085,0,0,0,5000,0,0,223,0,0,596,0,0,0,0,0,1050,460,590,63000,7500,35500,20000,0,0,0,1275,0,29000,2000000
